2023-08-04 21:37:26,005 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:37:26,230 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,138 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,140 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 21:56:02,438 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:56:02,612 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,666 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,668 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:08:42,504 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:08:42,737 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,838 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,841 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:19:35,799 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:19:35,959 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,978 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,980 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:39:38,926 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:39:39,107 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:39:51,984 - ALEXANDERBAAI - INFO - Saving the actual vs predicted comparison to a CSV file.
2023-08-04 22:40:31,883 - ALEXANDERBAAI - INFO - Date 2010-01-11 06:00:00 Index 246 - Actual: 0.4260869565217391, Predicted: -0.6824058890342712
2023-08-04 22:40:32,051 - ALEXANDERBAAI - INFO - Date 2010-01-11 07:00:00 Index 247 - Actual: 0.40000000000000013, Predicted: 0.5050113201141357
2023-08-04 22:40:32,209 - ALEXANDERBAAI - INFO - Date 2010-01-11 08:00:00 Index 248 - Actual: 0.3913043478260869, Predicted: -0.5395846962928772
2023-08-04 22:40:32,376 - ALEXANDERBAAI - INFO - Date 2010-01-11 09:00:00 Index 249 - Actual: 0.4608695652173913, Predicted: -0.5833205580711365
2023-08-04 22:40:32,558 - ALEXANDERBAAI - INFO - Date 2010-01-11 10:00:00 Index 250 - Actual: 0.4347826086956521, Predicted: 0.6193667054176331
2023-08-04 22:40:32,725 - ALEXANDERBAAI - INFO - Date 2010-01-11 11:00:00 Index 251 - Actual: 0.4521739130434783, Predicted: -0.3697607219219208
2023-08-04 22:40:32,879 - ALEXANDERBAAI - INFO - Date 2010-01-11 12:00:00 Index 252 - Actual: 0.5826086956521739, Predicted: -0.7253356575965881
2023-08-04 22:40:33,041 - ALEXANDERBAAI - INFO - Date 2010-01-11 13:00:00 Index 253 - Actual: 0.5826086956521739, Predicted: 0.5769996643066406
2023-08-04 22:40:33,185 - ALEXANDERBAAI - INFO - Date 2010-01-11 14:00:00 Index 254 - Actual: 0.643478260869565, Predicted: -0.4375918507575989
2023-08-04 22:40:33,339 - ALEXANDERBAAI - INFO - Date 2010-01-11 15:00:00 Index 255 - Actual: 0.14782608695652177, Predicted: -0.6416962742805481
2023-08-04 22:40:33,518 - ALEXANDERBAAI - INFO - Date 2010-01-11 16:00:00 Index 256 - Actual: 0.11304347826086958, Predicted: 0.38290655612945557
2023-08-04 22:40:33,699 - ALEXANDERBAAI - INFO - Date 2010-01-11 17:00:00 Index 257 - Actual: 0.07826086956521738, Predicted: -0.9228529334068298
2023-08-04 22:40:33,858 - ALEXANDERBAAI - INFO - Date 2010-01-11 18:00:00 Index 258 - Actual: 0.37391304347826093, Predicted: -0.7076401710510254
2023-08-04 22:40:34,008 - ALEXANDERBAAI - INFO - Date 2010-01-11 19:00:00 Index 259 - Actual: 0.3652173913043477, Predicted: 0.426498144865036
2023-08-04 22:40:34,171 - ALEXANDERBAAI - INFO - Date 2010-01-11 20:00:00 Index 260 - Actual: 0.3391304347826085, Predicted: -0.8021022081375122
2023-08-04 22:40:34,318 - ALEXANDERBAAI - INFO - Date 2010-01-11 21:00:00 Index 261 - Actual: 0.4782608695652173, Predicted: -0.8482363820075989
2023-08-04 22:40:34,498 - ALEXANDERBAAI - INFO - Date 2010-01-11 22:00:00 Index 262 - Actual: 0.6173913043478263, Predicted: 0.360860139131546
2023-08-04 22:40:34,670 - ALEXANDERBAAI - INFO - Date 2010-01-11 23:00:00 Index 263 - Actual: 0.6869565217391302, Predicted: -0.974695086479187
2023-08-04 22:40:34,842 - ALEXANDERBAAI - INFO - Date 2010-01-12 00:00:00 Index 264 - Actual: 0.40000000000000013, Predicted: -0.9160523414611816
2023-08-04 22:40:35,042 - ALEXANDERBAAI - INFO - Date 2010-01-12 01:00:00 Index 265 - Actual: 0.4695652173913043, Predicted: 0.46258795261383057
2023-08-04 22:40:35,187 - ALEXANDERBAAI - INFO - Date 2010-01-12 02:00:00 Index 266 - Actual: 0.5913043478260871, Predicted: -0.8671557903289795
2023-08-04 22:40:35,328 - ALEXANDERBAAI - INFO - Date 2010-01-12 03:00:00 Index 267 - Actual: 0.6869565217391302, Predicted: -0.8790549635887146
2023-08-04 22:40:35,466 - ALEXANDERBAAI - INFO - Date 2010-01-12 04:00:00 Index 268 - Actual: 0.7565217391304346, Predicted: 0.6470850110054016
2023-08-04 22:40:35,613 - ALEXANDERBAAI - INFO - Date 2010-01-12 05:00:00 Index 269 - Actual: 0.817391304347826, Predicted: -0.6291313171386719
2023-08-04 22:40:35,763 - ALEXANDERBAAI - INFO - Date 2010-01-12 06:00:00 Index 270 - Actual: 0.791304347826087, Predicted: -0.09727274626493454
2023-08-04 22:40:35,975 - ALEXANDERBAAI - INFO - Date 2010-01-12 07:00:00 Index 271 - Actual: 0.7217391304347827, Predicted: 0.5584031343460083
2023-08-04 22:40:36,180 - ALEXANDERBAAI - INFO - Date 2010-01-12 08:00:00 Index 272 - Actual: 0.5739130434782611, Predicted: -0.433458149433136
2023-08-04 22:40:36,328 - ALEXANDERBAAI - INFO - Date 2010-01-12 09:00:00 Index 273 - Actual: 0.35652173913043494, Predicted: -0.7160996794700623
2023-08-04 22:40:36,466 - ALEXANDERBAAI - INFO - Date 2010-01-12 10:00:00 Index 274 - Actual: 0.3913043478260869, Predicted: 0.4490496516227722
2023-08-04 22:40:36,600 - ALEXANDERBAAI - INFO - Date 2010-01-12 11:00:00 Index 275 - Actual: 0.4782608695652173, Predicted: -0.8722785115242004
2023-08-04 22:40:36,731 - ALEXANDERBAAI - INFO - Date 2010-01-12 12:00:00 Index 276 - Actual: 0.7130434782608694, Predicted: -0.9271216988563538
2023-08-04 22:40:36,865 - ALEXANDERBAAI - INFO - Date 2010-01-12 13:00:00 Index 277 - Actual: 0.7130434782608694, Predicted: 0.4936589002609253
2023-08-04 22:40:36,997 - ALEXANDERBAAI - INFO - Date 2010-01-12 14:00:00 Index 278 - Actual: 0.7826086956521738, Predicted: -0.7979971766471863
2023-08-04 22:40:37,131 - ALEXANDERBAAI - INFO - Date 2010-01-12 15:00:00 Index 279 - Actual: 0.4695652173913043, Predicted: -1.0743584632873535
2023-08-04 22:40:37,267 - ALEXANDERBAAI - INFO - Date 2010-01-12 16:00:00 Index 280 - Actual: 0.5913043478260871, Predicted: 0.6036062836647034
2023-08-04 22:40:37,403 - ALEXANDERBAAI - INFO - Date 2010-01-12 17:00:00 Index 281 - Actual: 0.4347826086956521, Predicted: -0.8498393297195435
2023-08-04 22:40:37,533 - ALEXANDERBAAI - INFO - Date 2010-01-12 18:00:00 Index 282 - Actual: 0.5565217391304347, Predicted: -0.27406832575798035
2023-08-04 22:40:37,671 - ALEXANDERBAAI - INFO - Date 2010-01-12 19:00:00 Index 283 - Actual: 0.5304347826086957, Predicted: 0.6332342624664307
2023-08-04 22:40:37,801 - ALEXANDERBAAI - INFO - Date 2010-01-12 20:00:00 Index 284 - Actual: 0.4173913043478261, Predicted: -0.41212719678878784
2023-08-04 22:40:37,932 - ALEXANDERBAAI - INFO - Date 2010-01-12 21:00:00 Index 285 - Actual: 0.4608695652173913, Predicted: -0.7125345468521118
2023-08-04 22:40:38,074 - ALEXANDERBAAI - INFO - Date 2010-01-12 22:00:00 Index 286 - Actual: 0.4608695652173913, Predicted: 0.527458667755127
2023-08-04 22:40:38,231 - ALEXANDERBAAI - INFO - Date 2010-01-12 23:00:00 Index 287 - Actual: 0.4521739130434783, Predicted: -0.8328359127044678
2023-08-04 22:40:38,374 - ALEXANDERBAAI - INFO - Date 2010-01-13 00:00:00 Index 288 - Actual: 0.4608695652173913, Predicted: -0.707813024520874
2023-08-04 22:40:38,519 - ALEXANDERBAAI - INFO - Date 2010-01-13 01:00:00 Index 289 - Actual: 0.5913043478260871, Predicted: 0.4590522348880768
2023-08-04 22:40:38,663 - ALEXANDERBAAI - INFO - Date 2010-01-13 02:00:00 Index 290 - Actual: 0.6608695652173915, Predicted: -0.9705794453620911
2023-08-04 22:40:38,804 - ALEXANDERBAAI - INFO - Date 2010-01-13 03:00:00 Index 291 - Actual: 0.09565217391304337, Predicted: -0.7238155007362366
2023-08-04 22:40:38,948 - ALEXANDERBAAI - INFO - Date 2010-01-13 04:00:00 Index 292 - Actual: 0.07826086956521738, Predicted: 0.4275016188621521
2023-08-04 22:40:39,087 - ALEXANDERBAAI - INFO - Date 2010-01-13 05:00:00 Index 293 - Actual: 0.20000000000000018, Predicted: -0.8866913914680481
2023-08-04 22:40:39,231 - ALEXANDERBAAI - INFO - Date 2010-01-13 06:00:00 Index 294 - Actual: 0.5304347826086957, Predicted: -0.02515627257525921
2023-08-04 22:40:39,370 - ALEXANDERBAAI - INFO - Date 2010-01-13 07:00:00 Index 295 - Actual: 0.4173913043478261, Predicted: 0.47174379229545593
2023-08-04 22:40:39,509 - ALEXANDERBAAI - INFO - Date 2010-01-13 08:00:00 Index 296 - Actual: 0.3217391304347825, Predicted: -0.5122655034065247
2023-08-04 22:40:39,648 - ALEXANDERBAAI - INFO - Date 2010-01-13 09:00:00 Index 297 - Actual: 0.4869565217391305, Predicted: -0.6535102725028992
2023-08-04 22:40:39,796 - ALEXANDERBAAI - INFO - Date 2010-01-13 10:00:00 Index 298 - Actual: 0.4956521739130435, Predicted: 0.4619884490966797
2023-08-04 22:40:39,942 - ALEXANDERBAAI - INFO - Date 2010-01-13 11:00:00 Index 299 - Actual: 0.4347826086956521, Predicted: -0.6722297072410583
2023-08-04 22:40:40,075 - ALEXANDERBAAI - INFO - Date 2010-01-13 12:00:00 Index 300 - Actual: 0.8608695652173912, Predicted: -0.6765636801719666
2023-08-04 22:40:40,208 - ALEXANDERBAAI - INFO - Date 2010-01-13 13:00:00 Index 301 - Actual: 0.791304347826087, Predicted: 0.5238400101661682
2023-08-04 22:40:40,341 - ALEXANDERBAAI - INFO - Date 2010-01-13 14:00:00 Index 302 - Actual: 0.7565217391304346, Predicted: -0.3026723563671112
2023-08-04 22:40:40,474 - ALEXANDERBAAI - INFO - Date 2010-01-13 15:00:00 Index 303 - Actual: 0.40000000000000013, Predicted: -0.6869523525238037
2023-08-04 22:40:40,608 - ALEXANDERBAAI - INFO - Date 2010-01-13 16:00:00 Index 304 - Actual: 0.3913043478260869, Predicted: 0.4724670350551605
2023-08-04 22:40:40,742 - ALEXANDERBAAI - INFO - Date 2010-01-13 17:00:00 Index 305 - Actual: 0.4347826086956521, Predicted: -0.722969114780426
2023-08-04 22:40:40,874 - ALEXANDERBAAI - INFO - Date 2010-01-13 18:00:00 Index 306 - Actual: 0.8695652173913044, Predicted: -0.34122923016548157
2023-08-04 22:40:41,007 - ALEXANDERBAAI - INFO - Date 2010-01-13 19:00:00 Index 307 - Actual: 0.791304347826087, Predicted: 0.6273928284645081
2023-08-04 22:40:41,142 - ALEXANDERBAAI - INFO - Date 2010-01-13 20:00:00 Index 308 - Actual: 0.7217391304347827, Predicted: -0.2852320373058319
2023-08-04 22:40:41,273 - ALEXANDERBAAI - INFO - Date 2010-01-13 21:00:00 Index 309 - Actual: 0.14782608695652177, Predicted: -0.6227171421051025
2023-08-04 22:40:41,402 - ALEXANDERBAAI - INFO - Date 2010-01-13 22:00:00 Index 310 - Actual: 0.12173913043478257, Predicted: 0.47123315930366516
2023-08-04 22:40:41,530 - ALEXANDERBAAI - INFO - Date 2010-01-13 23:00:00 Index 311 - Actual: 0.09565217391304337, Predicted: -0.9606223106384277
2023-08-04 22:40:41,658 - ALEXANDERBAAI - INFO - Date 2010-01-14 00:00:00 Index 312 - Actual: 0.3913043478260869, Predicted: 0.13800550997257233
2023-08-04 22:40:41,791 - ALEXANDERBAAI - INFO - Date 2010-01-14 01:00:00 Index 313 - Actual: 0.30434782608695654, Predicted: 0.4133431613445282
2023-08-04 22:40:41,925 - ALEXANDERBAAI - INFO - Date 2010-01-14 02:00:00 Index 314 - Actual: 0.25217391304347836, Predicted: -0.466921329498291
2023-08-04 22:40:42,057 - ALEXANDERBAAI - INFO - Date 2010-01-14 03:00:00 Index 315 - Actual: 0.4347826086956521, Predicted: -0.7099368572235107
2023-08-04 22:40:42,187 - ALEXANDERBAAI - INFO - Date 2010-01-14 04:00:00 Index 316 - Actual: 0.4086956521739129, Predicted: 0.4655395746231079
2023-08-04 22:40:42,320 - ALEXANDERBAAI - INFO - Date 2010-01-14 05:00:00 Index 317 - Actual: 0.3913043478260869, Predicted: -0.7871524095535278
2023-08-04 22:40:42,448 - ALEXANDERBAAI - INFO - Date 2010-01-14 06:00:00 Index 318 - Actual: 0.5391304347826087, Predicted: -0.38998517394065857
2023-08-04 22:40:42,575 - ALEXANDERBAAI - INFO - Date 2010-01-14 07:00:00 Index 319 - Actual: 0.4260869565217391, Predicted: 0.45873427391052246
2023-08-04 22:40:42,701 - ALEXANDERBAAI - INFO - Date 2010-01-14 08:00:00 Index 320 - Actual: 0.3913043478260869, Predicted: -0.31432655453681946
2023-08-04 22:40:42,830 - ALEXANDERBAAI - INFO - Date 2010-01-14 09:00:00 Index 321 - Actual: 0.12173913043478257, Predicted: -0.6876544952392578
2023-08-04 22:40:42,957 - ALEXANDERBAAI - INFO - Date 2010-01-14 10:00:00 Index 322 - Actual: 0.09565217391304337, Predicted: 0.49088871479034424
2023-08-04 22:40:43,085 - ALEXANDERBAAI - INFO - Date 2010-01-14 11:00:00 Index 323 - Actual: 0.08695652173913038, Predicted: -0.9512867331504822
2023-08-04 22:40:43,212 - ALEXANDERBAAI - INFO - Date 2010-01-14 12:00:00 Index 324 - Actual: 0.791304347826087, Predicted: -0.11307241022586823
2023-08-04 22:40:43,340 - ALEXANDERBAAI - INFO - Date 2010-01-14 13:00:00 Index 325 - Actual: 0.7217391304347827, Predicted: 0.5003990530967712
2023-08-04 22:40:43,467 - ALEXANDERBAAI - INFO - Date 2010-01-14 14:00:00 Index 326 - Actual: 0.7043478260869567, Predicted: -0.34513989090919495
2023-08-04 22:40:43,595 - ALEXANDERBAAI - INFO - Date 2010-01-14 15:00:00 Index 327 - Actual: 0.6521739130434783, Predicted: -0.4519674479961395
2023-08-04 22:40:43,722 - ALEXANDERBAAI - INFO - Date 2010-01-14 16:00:00 Index 328 - Actual: 0.5391304347826087, Predicted: 0.4866194427013397
2023-08-04 22:40:43,850 - ALEXANDERBAAI - INFO - Date 2010-01-14 17:00:00 Index 329 - Actual: 0.4260869565217391, Predicted: -0.3201833963394165
2023-08-04 22:40:43,978 - ALEXANDERBAAI - INFO - Date 2010-01-14 18:00:00 Index 330 - Actual: 0.20869565217391317, Predicted: -0.5680809020996094
2023-08-04 22:40:44,105 - ALEXANDERBAAI - INFO - Date 2010-01-14 19:00:00 Index 331 - Actual: 0.18260869565217397, Predicted: 0.3919340968132019
2023-08-04 22:40:44,230 - ALEXANDERBAAI - INFO - Date 2010-01-14 20:00:00 Index 332 - Actual: 0.17391304347826098, Predicted: -0.5811525583267212
2023-08-04 22:40:44,358 - ALEXANDERBAAI - INFO - Date 2010-01-14 21:00:00 Index 333 - Actual: 0.7739130434782608, Predicted: -0.48876118659973145
2023-08-04 22:40:44,485 - ALEXANDERBAAI - INFO - Date 2010-01-14 22:00:00 Index 334 - Actual: 0.7565217391304346, Predicted: 0.5711638331413269
2023-08-04 22:40:44,612 - ALEXANDERBAAI - INFO - Date 2010-01-14 23:00:00 Index 335 - Actual: 0.643478260869565, Predicted: -0.3104046583175659
2023-08-04 22:40:44,743 - ALEXANDERBAAI - INFO - Date 2010-01-15 00:00:00 Index 336 - Actual: 0.3913043478260869, Predicted: -0.6932753920555115
2023-08-04 22:40:44,875 - ALEXANDERBAAI - INFO - Date 2010-01-15 01:00:00 Index 337 - Actual: 0.40000000000000013, Predicted: 0.4247506856918335
2023-08-04 22:40:45,003 - ALEXANDERBAAI - INFO - Date 2010-01-15 02:00:00 Index 338 - Actual: 0.3913043478260869, Predicted: -0.8850361108779907
2023-08-04 22:40:45,146 - ALEXANDERBAAI - INFO - Date 2010-01-15 03:00:00 Index 339 - Actual: 0.4521739130434783, Predicted: -0.7358703017234802
2023-08-04 22:40:45,274 - ALEXANDERBAAI - INFO - Date 2010-01-15 04:00:00 Index 340 - Actual: 0.4347826086956521, Predicted: 0.4374088644981384
2023-08-04 22:40:45,401 - ALEXANDERBAAI - INFO - Date 2010-01-15 05:00:00 Index 341 - Actual: 0.40000000000000013, Predicted: -0.8293753266334534
2023-08-04 22:40:45,527 - ALEXANDERBAAI - INFO - Date 2010-01-15 06:00:00 Index 342 - Actual: 0.3826086956521737, Predicted: -0.7528169751167297
2023-08-04 22:40:45,654 - ALEXANDERBAAI - INFO - Date 2010-01-15 07:00:00 Index 343 - Actual: 0.4260869565217391, Predicted: 0.3860987722873688
2023-08-04 22:40:45,783 - ALEXANDERBAAI - INFO - Date 2010-01-15 08:00:00 Index 344 - Actual: 0.4869565217391305, Predicted: -0.9074203968048096
2023-08-04 22:40:45,917 - ALEXANDERBAAI - INFO - Date 2010-01-15 09:00:00 Index 345 - Actual: 0.18260869565217397, Predicted: -0.6200530529022217
2023-08-04 22:40:46,053 - ALEXANDERBAAI - INFO - Date 2010-01-15 10:00:00 Index 346 - Actual: 0.17391304347826098, Predicted: 0.522169291973114
2023-08-04 22:40:46,201 - ALEXANDERBAAI - INFO - Date 2010-01-15 11:00:00 Index 347 - Actual: 0.14782608695652177, Predicted: -0.9934237003326416
2023-08-04 22:40:46,337 - ALEXANDERBAAI - INFO - Date 2010-01-15 12:00:00 Index 348 - Actual: 0.6347826086956523, Predicted: -1.0040497779846191
2023-08-04 22:40:46,469 - ALEXANDERBAAI - INFO - Date 2010-01-15 13:00:00 Index 349 - Actual: 0.7130434782608694, Predicted: 0.7166755795478821
2023-08-04 22:40:46,605 - ALEXANDERBAAI - INFO - Date 2010-01-15 14:00:00 Index 350 - Actual: 0.7130434782608694, Predicted: -0.8060742020606995
2023-08-04 22:40:46,741 - ALEXANDERBAAI - INFO - Date 2010-01-15 15:00:00 Index 351 - Actual: 0.060869565217391175, Predicted: -0.7669849991798401
2023-08-04 22:40:46,915 - ALEXANDERBAAI - INFO - Date 2010-01-15 16:00:00 Index 352 - Actual: 0.08695652173913038, Predicted: 0.26047080755233765
2023-08-04 22:40:47,068 - ALEXANDERBAAI - INFO - Date 2010-01-15 17:00:00 Index 353 - Actual: 0.26956521739130435, Predicted: -1.0563257932662964
2023-08-04 22:40:47,241 - ALEXANDERBAAI - INFO - Date 2010-01-15 18:00:00 Index 354 - Actual: 0.808695652173913, Predicted: -0.44094234704971313
2023-08-04 22:40:47,386 - ALEXANDERBAAI - INFO - Date 2010-01-15 19:00:00 Index 355 - Actual: 0.7739130434782608, Predicted: 0.5987007021903992
2023-08-04 22:40:47,534 - ALEXANDERBAAI - INFO - Date 2010-01-15 20:00:00 Index 356 - Actual: 0.7739130434782608, Predicted: -0.29006800055503845
2023-08-04 22:40:47,674 - ALEXANDERBAAI - INFO - Date 2010-01-15 21:00:00 Index 357 - Actual: 0.6608695652173915, Predicted: -0.5324759483337402
2023-08-04 22:40:47,828 - ALEXANDERBAAI - INFO - Date 2010-01-15 22:00:00 Index 358 - Actual: 0.7217391304347827, Predicted: 0.46388933062553406
2023-08-04 22:40:47,961 - ALEXANDERBAAI - INFO - Date 2010-01-15 23:00:00 Index 359 - Actual: 0.808695652173913, Predicted: -0.5026367902755737
2023-08-04 22:40:48,098 - ALEXANDERBAAI - INFO - Date 2010-01-16 00:00:00 Index 360 - Actual: 0.30434782608695654, Predicted: -0.11159221827983856
2023-08-04 22:40:48,258 - ALEXANDERBAAI - INFO - Date 2010-01-16 01:00:00 Index 361 - Actual: 0.25217391304347836, Predicted: 0.3898709714412689
2023-08-04 22:40:48,393 - ALEXANDERBAAI - INFO - Date 2010-01-16 02:00:00 Index 362 - Actual: 0.20869565217391317, Predicted: -0.4562150537967682
2023-08-04 22:40:48,519 - ALEXANDERBAAI - INFO - Date 2010-01-16 03:00:00 Index 363 - Actual: 0.4608695652173913, Predicted: -0.7445909380912781
2023-08-04 22:40:48,647 - ALEXANDERBAAI - INFO - Date 2010-01-16 04:00:00 Index 364 - Actual: 0.4521739130434783, Predicted: 0.47284823656082153
2023-08-04 22:40:48,780 - ALEXANDERBAAI - INFO - Date 2010-01-16 05:00:00 Index 365 - Actual: 0.4347826086956521, Predicted: -0.8746920228004456
2023-08-04 22:40:48,944 - ALEXANDERBAAI - INFO - Date 2010-01-16 06:00:00 Index 366 - Actual: 0.6695652173913043, Predicted: -0.6052589416503906
2023-08-04 22:40:49,091 - ALEXANDERBAAI - INFO - Date 2010-01-16 07:00:00 Index 367 - Actual: 0.5304347826086957, Predicted: 0.39755338430404663
2023-08-04 22:40:49,223 - ALEXANDERBAAI - INFO - Date 2010-01-16 08:00:00 Index 368 - Actual: 0.4695652173913043, Predicted: -0.4112609326839447
2023-08-04 22:40:49,367 - ALEXANDERBAAI - INFO - Date 2010-01-16 09:00:00 Index 369 - Actual: 0.4173913043478261, Predicted: -0.705146849155426
2023-08-04 22:40:49,489 - ALEXANDERBAAI - INFO - Date 2010-01-16 10:00:00 Index 370 - Actual: 0.5043478260869565, Predicted: 0.37485456466674805
2023-08-04 22:40:49,613 - ALEXANDERBAAI - INFO - Date 2010-01-16 11:00:00 Index 371 - Actual: 0.6347826086956523, Predicted: -0.8000654578208923
2023-08-04 22:40:49,734 - ALEXANDERBAAI - INFO - Date 2010-01-16 12:00:00 Index 372 - Actual: 0.5652173913043479, Predicted: -0.5568918585777283
2023-08-04 22:40:49,879 - ALEXANDERBAAI - INFO - Date 2010-01-16 13:00:00 Index 373 - Actual: 0.4869565217391305, Predicted: 0.45179229974746704
2023-08-04 22:40:50,011 - ALEXANDERBAAI - INFO - Date 2010-01-16 14:00:00 Index 374 - Actual: 0.4260869565217391, Predicted: -0.3602198660373688
2023-08-04 22:40:50,145 - ALEXANDERBAAI - INFO - Date 2010-01-16 15:00:00 Index 375 - Actual: 0.28695652173913055, Predicted: -0.7310847043991089
2023-08-04 22:40:50,269 - ALEXANDERBAAI - INFO - Date 2010-01-16 16:00:00 Index 376 - Actual: 0.26956521739130435, Predicted: 0.3282751142978668
2023-08-04 22:40:50,403 - ALEXANDERBAAI - INFO - Date 2010-01-16 17:00:00 Index 377 - Actual: 0.24347826086956537, Predicted: -0.8792544007301331
2023-08-04 22:40:50,527 - ALEXANDERBAAI - INFO - Date 2010-01-16 18:00:00 Index 378 - Actual: 0.3826086956521737, Predicted: -0.8187667727470398
2023-08-04 22:40:50,660 - ALEXANDERBAAI - INFO - Date 2010-01-16 19:00:00 Index 379 - Actual: 0.3826086956521737, Predicted: 0.4397660493850708
2023-08-04 22:40:50,800 - ALEXANDERBAAI - INFO - Date 2010-01-16 20:00:00 Index 380 - Actual: 0.4260869565217391, Predicted: -0.8822071552276611
2023-08-04 22:40:50,933 - ALEXANDERBAAI - INFO - Date 2010-01-16 21:00:00 Index 381 - Actual: 0.5826086956521739, Predicted: -0.6994315981864929
2023-08-04 22:40:51,053 - ALEXANDERBAAI - INFO - Date 2010-01-16 22:00:00 Index 382 - Actual: 0.5391304347826087, Predicted: 0.6386659741401672
2023-08-04 22:40:51,179 - ALEXANDERBAAI - INFO - Date 2010-01-16 23:00:00 Index 383 - Actual: 0.5130434782608695, Predicted: -0.503409743309021
2023-08-04 22:40:51,296 - ALEXANDERBAAI - INFO - Date 2010-01-17 00:00:00 Index 384 - Actual: 0.34782608695652173, Predicted: -0.8268811106681824
2023-08-04 22:40:51,421 - ALEXANDERBAAI - INFO - Date 2010-01-17 01:00:00 Index 385 - Actual: 0.3217391304347825, Predicted: 0.4727952182292938
2023-08-04 22:40:51,537 - ALEXANDERBAAI - INFO - Date 2010-01-17 02:00:00 Index 386 - Actual: 0.30434782608695654, Predicted: -0.7375563979148865
2023-08-04 22:40:51,662 - ALEXANDERBAAI - INFO - Date 2010-01-17 03:00:00 Index 387 - Actual: 0.7565217391304346, Predicted: -0.6912621855735779
2023-08-04 22:40:51,778 - ALEXANDERBAAI - INFO - Date 2010-01-17 04:00:00 Index 388 - Actual: 0.817391304347826, Predicted: 0.4897105395793915
2023-08-04 22:40:51,903 - ALEXANDERBAAI - INFO - Date 2010-01-17 05:00:00 Index 389 - Actual: 0.808695652173913, Predicted: -0.4743818938732147
2023-08-04 22:40:52,019 - ALEXANDERBAAI - INFO - Date 2010-01-17 06:00:00 Index 390 - Actual: 0.7565217391304346, Predicted: -0.6069226861000061
2023-08-04 22:40:52,144 - ALEXANDERBAAI - INFO - Date 2010-01-17 07:00:00 Index 391 - Actual: 0.6869565217391302, Predicted: 0.4511449337005615
2023-08-04 22:40:52,260 - ALEXANDERBAAI - INFO - Date 2010-01-17 08:00:00 Index 392 - Actual: 0.6260869565217391, Predicted: -0.5154616832733154
2023-08-04 22:40:52,389 - ALEXANDERBAAI - INFO - Date 2010-01-17 09:00:00 Index 393 - Actual: 0.7565217391304346, Predicted: -0.4907216429710388
2023-08-04 22:40:52,507 - ALEXANDERBAAI - INFO - Date 2010-01-17 10:00:00 Index 394 - Actual: 0.7304347826086954, Predicted: 0.507258415222168
2023-08-04 22:40:52,631 - ALEXANDERBAAI - INFO - Date 2010-01-17 11:00:00 Index 395 - Actual: 0.6521739130434783, Predicted: -0.492902934551239
2023-08-04 22:40:52,746 - ALEXANDERBAAI - INFO - Date 2010-01-17 12:00:00 Index 396 - Actual: 0.3913043478260869, Predicted: -0.5278486609458923
2023-08-04 22:40:52,868 - ALEXANDERBAAI - INFO - Date 2010-01-17 13:00:00 Index 397 - Actual: 0.3913043478260869, Predicted: 0.5016728639602661
2023-08-04 22:40:52,983 - ALEXANDERBAAI - INFO - Date 2010-01-17 14:00:00 Index 398 - Actual: 0.34782608695652173, Predicted: -0.3802381455898285
