2023-08-04 21:37:26,005 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:37:26,230 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,138 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,140 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 21:56:02,438 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:56:02,612 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,666 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,668 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:08:42,504 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:08:42,737 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,838 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,841 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:19:35,799 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:19:35,959 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,978 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,980 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:39:38,926 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:39:39,107 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:39:51,984 - ALEXANDERBAAI - INFO - Saving the actual vs predicted comparison to a CSV file.
2023-08-04 22:44:00,967 - ALEXANDERBAAI - INFO - Date 2010-01-05 06:00:00 Index 102 - Actual: 0.5913043478260871, Predicted: -0.5033576488494873
2023-08-04 22:44:01,108 - ALEXANDERBAAI - INFO - Date 2010-01-05 07:00:00 Index 103 - Actual: 0.6608695652173915, Predicted: 3.996680974960327
2023-08-04 22:44:01,250 - ALEXANDERBAAI - INFO - Date 2010-01-05 08:00:00 Index 104 - Actual: 0.7217391304347827, Predicted: -0.07302100211381912
2023-08-04 22:44:01,390 - ALEXANDERBAAI - INFO - Date 2010-01-05 09:00:00 Index 105 - Actual: 0.4347826086956521, Predicted: -0.6641831994056702
2023-08-04 22:44:01,532 - ALEXANDERBAAI - INFO - Date 2010-01-05 10:00:00 Index 106 - Actual: 0.3913043478260869, Predicted: 4.438863277435303
2023-08-04 22:44:01,672 - ALEXANDERBAAI - INFO - Date 2010-01-05 11:00:00 Index 107 - Actual: 0.37391304347826093, Predicted: -0.5393339991569519
2023-08-04 22:44:01,819 - ALEXANDERBAAI - INFO - Date 2010-01-05 12:00:00 Index 108 - Actual: 0.5043478260869565, Predicted: -0.351837158203125
2023-08-04 22:44:01,965 - ALEXANDERBAAI - INFO - Date 2010-01-05 13:00:00 Index 109 - Actual: 0.6347826086956523, Predicted: 3.842283010482788
2023-08-04 22:44:02,106 - ALEXANDERBAAI - INFO - Date 2010-01-05 14:00:00 Index 110 - Actual: 0.7130434782608694, Predicted: -0.6220867037773132
2023-08-04 22:44:02,245 - ALEXANDERBAAI - INFO - Date 2010-01-05 15:00:00 Index 111 - Actual: 0.3826086956521737, Predicted: -0.42948347330093384
2023-08-04 22:44:02,387 - ALEXANDERBAAI - INFO - Date 2010-01-05 16:00:00 Index 112 - Actual: 0.3826086956521737, Predicted: 4.0740461349487305
2023-08-04 22:44:02,528 - ALEXANDERBAAI - INFO - Date 2010-01-05 17:00:00 Index 113 - Actual: 0.4086956521739129, Predicted: -0.4209466874599457
2023-08-04 22:44:02,668 - ALEXANDERBAAI - INFO - Date 2010-01-05 18:00:00 Index 114 - Actual: 0.4695652173913043, Predicted: 0.056453149765729904
2023-08-04 22:44:02,818 - ALEXANDERBAAI - INFO - Date 2010-01-05 19:00:00 Index 115 - Actual: 0.4608695652173913, Predicted: 4.208406448364258
2023-08-04 22:44:02,961 - ALEXANDERBAAI - INFO - Date 2010-01-05 20:00:00 Index 116 - Actual: 0.4869565217391305, Predicted: 0.07240400463342667
2023-08-04 22:44:03,102 - ALEXANDERBAAI - INFO - Date 2010-01-05 21:00:00 Index 117 - Actual: 0.7217391304347827, Predicted: 0.07606757432222366
2023-08-04 22:44:03,243 - ALEXANDERBAAI - INFO - Date 2010-01-05 22:00:00 Index 118 - Actual: 0.5739130434782611, Predicted: 3.858562469482422
2023-08-04 22:44:03,383 - ALEXANDERBAAI - INFO - Date 2010-01-05 23:00:00 Index 119 - Actual: 0.5565217391304347, Predicted: 0.10376580059528351
2023-08-04 22:44:03,524 - ALEXANDERBAAI - INFO - Date 2010-01-06 00:00:00 Index 120 - Actual: 0.6260869565217391, Predicted: 0.03788064792752266
2023-08-04 22:44:03,664 - ALEXANDERBAAI - INFO - Date 2010-01-06 01:00:00 Index 121 - Actual: 0.6086956521739131, Predicted: 4.1783881187438965
2023-08-04 22:44:03,805 - ALEXANDERBAAI - INFO - Date 2010-01-06 02:00:00 Index 122 - Actual: 0.5826086956521739, Predicted: 0.002719238866120577
2023-08-04 22:44:03,960 - ALEXANDERBAAI - INFO - Date 2010-01-06 03:00:00 Index 123 - Actual: 0.19130434782608696, Predicted: -0.5672929286956787
2023-08-04 22:44:04,111 - ALEXANDERBAAI - INFO - Date 2010-01-06 04:00:00 Index 124 - Actual: 0.14782608695652177, Predicted: 4.0909247398376465
2023-08-04 22:44:04,262 - ALEXANDERBAAI - INFO - Date 2010-01-06 05:00:00 Index 125 - Actual: 0.11304347826086958, Predicted: -0.21088907122612
2023-08-04 22:44:04,410 - ALEXANDERBAAI - INFO - Date 2010-01-06 06:00:00 Index 126 - Actual: 0.4086956521739129, Predicted: -0.47244176268577576
2023-08-04 22:44:04,553 - ALEXANDERBAAI - INFO - Date 2010-01-06 07:00:00 Index 127 - Actual: 0.3913043478260869, Predicted: 4.10864782333374
2023-08-04 22:44:04,695 - ALEXANDERBAAI - INFO - Date 2010-01-06 08:00:00 Index 128 - Actual: 0.40000000000000013, Predicted: -0.33093467354774475
2023-08-04 22:44:04,843 - ALEXANDERBAAI - INFO - Date 2010-01-06 09:00:00 Index 129 - Actual: 0.6173913043478263, Predicted: -0.5345648527145386
2023-08-04 22:44:05,007 - ALEXANDERBAAI - INFO - Date 2010-01-06 10:00:00 Index 130 - Actual: 0.6869565217391302, Predicted: 4.142358303070068
2023-08-04 22:44:05,150 - ALEXANDERBAAI - INFO - Date 2010-01-06 11:00:00 Index 131 - Actual: 0.7565217391304346, Predicted: -0.48907142877578735
2023-08-04 22:44:05,313 - ALEXANDERBAAI - INFO - Date 2010-01-06 12:00:00 Index 132 - Actual: 0.791304347826087, Predicted: -0.012676381506025791
2023-08-04 22:44:05,462 - ALEXANDERBAAI - INFO - Date 2010-01-06 13:00:00 Index 133 - Actual: 0.7565217391304346, Predicted: 4.117168426513672
2023-08-04 22:44:05,604 - ALEXANDERBAAI - INFO - Date 2010-01-06 14:00:00 Index 134 - Actual: 0.6869565217391302, Predicted: -0.003102407790720463
2023-08-04 22:44:05,748 - ALEXANDERBAAI - INFO - Date 2010-01-06 15:00:00 Index 135 - Actual: 0.817391304347826, Predicted: -0.2546319365501404
2023-08-04 22:44:05,899 - ALEXANDERBAAI - INFO - Date 2010-01-06 16:00:00 Index 136 - Actual: 0.808695652173913, Predicted: 3.951826810836792
2023-08-04 22:44:06,042 - ALEXANDERBAAI - INFO - Date 2010-01-06 17:00:00 Index 137 - Actual: 0.8434782608695652, Predicted: -0.11156097799539566
2023-08-04 22:44:06,188 - ALEXANDERBAAI - INFO - Date 2010-01-06 18:00:00 Index 138 - Actual: 0.4260869565217391, Predicted: -0.43052515387535095
2023-08-04 22:44:06,332 - ALEXANDERBAAI - INFO - Date 2010-01-06 19:00:00 Index 139 - Actual: 0.4869565217391305, Predicted: 4.072478771209717
2023-08-04 22:44:06,474 - ALEXANDERBAAI - INFO - Date 2010-01-06 20:00:00 Index 140 - Actual: 0.5826086956521739, Predicted: -0.4474141001701355
2023-08-04 22:44:06,640 - ALEXANDERBAAI - INFO - Date 2010-01-06 21:00:00 Index 141 - Actual: 0.3913043478260869, Predicted: -0.2266312539577484
2023-08-04 22:44:06,781 - ALEXANDERBAAI - INFO - Date 2010-01-06 22:00:00 Index 142 - Actual: 0.34782608695652173, Predicted: 4.224013805389404
2023-08-04 22:44:06,951 - ALEXANDERBAAI - INFO - Date 2010-01-06 23:00:00 Index 143 - Actual: 0.3217391304347825, Predicted: -0.11943013221025467
2023-08-04 22:44:07,104 - ALEXANDERBAAI - INFO - Date 2010-01-07 00:00:00 Index 144 - Actual: 0.7652173913043478, Predicted: -0.24923519790172577
2023-08-04 22:44:07,250 - ALEXANDERBAAI - INFO - Date 2010-01-07 01:00:00 Index 145 - Actual: 0.7565217391304346, Predicted: 4.148492336273193
2023-08-04 22:44:07,400 - ALEXANDERBAAI - INFO - Date 2010-01-07 02:00:00 Index 146 - Actual: 0.7304347826086954, Predicted: 0.003019693773239851
2023-08-04 22:44:07,586 - ALEXANDERBAAI - INFO - Date 2010-01-07 03:00:00 Index 147 - Actual: 0.4347826086956521, Predicted: -0.5554652214050293
2023-08-04 22:44:07,788 - ALEXANDERBAAI - INFO - Date 2010-01-07 04:00:00 Index 148 - Actual: 0.40000000000000013, Predicted: 4.124986171722412
2023-08-04 22:44:07,986 - ALEXANDERBAAI - INFO - Date 2010-01-07 05:00:00 Index 149 - Actual: 0.40000000000000013, Predicted: -0.40181198716163635
2023-08-04 22:44:08,191 - ALEXANDERBAAI - INFO - Date 2010-01-07 06:00:00 Index 150 - Actual: 0.7739130434782608, Predicted: 0.15718355774879456
2023-08-04 22:44:08,367 - ALEXANDERBAAI - INFO - Date 2010-01-07 07:00:00 Index 151 - Actual: 0.7739130434782608, Predicted: 3.8704636096954346
2023-08-04 22:44:08,551 - ALEXANDERBAAI - INFO - Date 2010-01-07 08:00:00 Index 152 - Actual: 0.7565217391304346, Predicted: 0.040359947830438614
2023-08-04 22:44:08,702 - ALEXANDERBAAI - INFO - Date 2010-01-07 09:00:00 Index 153 - Actual: 0.3913043478260869, Predicted: -0.4731580317020416
2023-08-04 22:44:08,855 - ALEXANDERBAAI - INFO - Date 2010-01-07 10:00:00 Index 154 - Actual: 0.5739130434782611, Predicted: 4.098589897155762
2023-08-04 22:44:09,007 - ALEXANDERBAAI - INFO - Date 2010-01-07 11:00:00 Index 155 - Actual: 0.6086956521739131, Predicted: -0.37539851665496826
2023-08-04 22:44:09,194 - ALEXANDERBAAI - INFO - Date 2010-01-07 12:00:00 Index 156 - Actual: 0.6869565217391302, Predicted: 0.13117721676826477
2023-08-04 22:44:09,370 - ALEXANDERBAAI - INFO - Date 2010-01-07 13:00:00 Index 157 - Actual: 0.6260869565217391, Predicted: 4.036080837249756
2023-08-04 22:44:09,554 - ALEXANDERBAAI - INFO - Date 2010-01-07 14:00:00 Index 158 - Actual: 0.6086956521739131, Predicted: 0.0004696357063949108
2023-08-04 22:44:09,709 - ALEXANDERBAAI - INFO - Date 2010-01-07 15:00:00 Index 159 - Actual: 0.4869565217391305, Predicted: -0.046755630522966385
2023-08-04 22:44:09,866 - ALEXANDERBAAI - INFO - Date 2010-01-07 16:00:00 Index 160 - Actual: 0.4260869565217391, Predicted: 4.167888641357422
2023-08-04 22:44:10,043 - ALEXANDERBAAI - INFO - Date 2010-01-07 17:00:00 Index 161 - Actual: 0.40000000000000013, Predicted: -0.05369755998253822
2023-08-04 22:44:10,200 - ALEXANDERBAAI - INFO - Date 2010-01-07 18:00:00 Index 162 - Actual: 0.5304347826086957, Predicted: 0.13880687952041626
2023-08-04 22:44:10,383 - ALEXANDERBAAI - INFO - Date 2010-01-07 19:00:00 Index 163 - Actual: 0.4695652173913043, Predicted: 4.121004581451416
2023-08-04 22:44:10,542 - ALEXANDERBAAI - INFO - Date 2010-01-07 20:00:00 Index 164 - Actual: 0.4608695652173913, Predicted: 0.11635927110910416
2023-08-04 22:44:10,698 - ALEXANDERBAAI - INFO - Date 2010-01-07 21:00:00 Index 165 - Actual: 0.4347826086956521, Predicted: -0.2262362241744995
2023-08-04 22:44:10,857 - ALEXANDERBAAI - INFO - Date 2010-01-07 22:00:00 Index 166 - Actual: 0.4521739130434783, Predicted: 4.3282999992370605
2023-08-04 22:44:11,050 - ALEXANDERBAAI - INFO - Date 2010-01-07 23:00:00 Index 167 - Actual: 0.4608695652173913, Predicted: -0.2748977541923523
2023-08-04 22:44:11,208 - ALEXANDERBAAI - INFO - Date 2010-01-08 00:00:00 Index 168 - Actual: 0.40000000000000013, Predicted: -0.4569370448589325
2023-08-04 22:44:11,347 - ALEXANDERBAAI - INFO - Date 2010-01-08 01:00:00 Index 169 - Actual: 0.3826086956521737, Predicted: 4.0363664627075195
2023-08-04 22:44:11,497 - ALEXANDERBAAI - INFO - Date 2010-01-08 02:00:00 Index 170 - Actual: 0.3826086956521737, Predicted: -0.4643162190914154
2023-08-04 22:44:11,652 - ALEXANDERBAAI - INFO - Date 2010-01-08 03:00:00 Index 171 - Actual: 0.25217391304347836, Predicted: -0.27826207876205444
2023-08-04 22:44:11,818 - ALEXANDERBAAI - INFO - Date 2010-01-08 04:00:00 Index 172 - Actual: 0.20869565217391317, Predicted: 4.267691612243652
2023-08-04 22:44:11,974 - ALEXANDERBAAI - INFO - Date 2010-01-08 05:00:00 Index 173 - Actual: 0.18260869565217397, Predicted: 0.22159501910209656
2023-08-04 22:44:12,129 - ALEXANDERBAAI - INFO - Date 2010-01-08 06:00:00 Index 174 - Actual: 0.4086956521739129, Predicted: -0.4309694766998291
2023-08-04 22:44:12,313 - ALEXANDERBAAI - INFO - Date 2010-01-08 07:00:00 Index 175 - Actual: 0.3826086956521737, Predicted: 4.130502700805664
2023-08-04 22:44:12,478 - ALEXANDERBAAI - INFO - Date 2010-01-08 08:00:00 Index 176 - Actual: 0.3826086956521737, Predicted: -0.43612536787986755
2023-08-04 22:44:12,632 - ALEXANDERBAAI - INFO - Date 2010-01-08 09:00:00 Index 177 - Actual: 0.6086956521739131, Predicted: -0.49687519669532776
2023-08-04 22:44:12,788 - ALEXANDERBAAI - INFO - Date 2010-01-08 10:00:00 Index 178 - Actual: 0.6173913043478263, Predicted: 4.146681308746338
2023-08-04 22:44:12,938 - ALEXANDERBAAI - INFO - Date 2010-01-08 11:00:00 Index 179 - Actual: 0.6956521739130435, Predicted: -0.18229269981384277
2023-08-04 22:44:13,084 - ALEXANDERBAAI - INFO - Date 2010-01-08 12:00:00 Index 180 - Actual: 0.26956521739130435, Predicted: -0.5162373185157776
2023-08-04 22:44:13,234 - ALEXANDERBAAI - INFO - Date 2010-01-08 13:00:00 Index 181 - Actual: 0.24347826086956537, Predicted: 3.995725393295288
2023-08-04 22:44:13,387 - ALEXANDERBAAI - INFO - Date 2010-01-08 14:00:00 Index 182 - Actual: 0.21739130434782616, Predicted: -0.33717167377471924
2023-08-04 22:44:13,555 - ALEXANDERBAAI - INFO - Date 2010-01-08 15:00:00 Index 183 - Actual: 0.20000000000000018, Predicted: -0.4246143102645874
2023-08-04 22:44:13,713 - ALEXANDERBAAI - INFO - Date 2010-01-08 16:00:00 Index 184 - Actual: 0.20869565217391317, Predicted: 4.080366611480713
2023-08-04 22:44:13,877 - ALEXANDERBAAI - INFO - Date 2010-01-08 17:00:00 Index 185 - Actual: 0.26956521739130435, Predicted: -0.30504894256591797
2023-08-04 22:44:14,082 - ALEXANDERBAAI - INFO - Date 2010-01-08 18:00:00 Index 186 - Actual: 0.643478260869565, Predicted: 0.020706700161099434
2023-08-04 22:44:14,263 - ALEXANDERBAAI - INFO - Date 2010-01-08 19:00:00 Index 187 - Actual: 0.4956521739130435, Predicted: 4.1781182289123535
2023-08-04 22:44:14,426 - ALEXANDERBAAI - INFO - Date 2010-01-08 20:00:00 Index 188 - Actual: 0.4608695652173913, Predicted: 0.26226359605789185
2023-08-04 22:44:14,563 - ALEXANDERBAAI - INFO - Date 2010-01-08 21:00:00 Index 189 - Actual: 0.6173913043478263, Predicted: 0.004294142127037048
2023-08-04 22:44:14,702 - ALEXANDERBAAI - INFO - Date 2010-01-08 22:00:00 Index 190 - Actual: 0.5652173913043479, Predicted: 4.083996772766113
2023-08-04 22:44:14,845 - ALEXANDERBAAI - INFO - Date 2010-01-08 23:00:00 Index 191 - Actual: 0.4869565217391305, Predicted: 0.06857062876224518
2023-08-04 22:44:15,018 - ALEXANDERBAAI - INFO - Date 2010-01-09 00:00:00 Index 192 - Actual: 0.7565217391304346, Predicted: 0.04793205112218857
2023-08-04 22:44:15,157 - ALEXANDERBAAI - INFO - Date 2010-01-09 01:00:00 Index 193 - Actual: 0.643478260869565, Predicted: 4.133571147918701
2023-08-04 22:44:15,294 - ALEXANDERBAAI - INFO - Date 2010-01-09 02:00:00 Index 194 - Actual: 0.4956521739130435, Predicted: 0.21072201430797577
2023-08-04 22:44:15,432 - ALEXANDERBAAI - INFO - Date 2010-01-09 03:00:00 Index 195 - Actual: 0.643478260869565, Predicted: 0.10283368080854416
2023-08-04 22:44:15,568 - ALEXANDERBAAI - INFO - Date 2010-01-09 04:00:00 Index 196 - Actual: 0.6695652173913043, Predicted: 3.8480489253997803
2023-08-04 22:44:15,706 - ALEXANDERBAAI - INFO - Date 2010-01-09 05:00:00 Index 197 - Actual: 0.5304347826086957, Predicted: 0.05101046338677406
2023-08-04 22:44:15,845 - ALEXANDERBAAI - INFO - Date 2010-01-09 06:00:00 Index 198 - Actual: 0.07826086956521738, Predicted: -0.5718094110488892
2023-08-04 22:44:15,983 - ALEXANDERBAAI - INFO - Date 2010-01-09 07:00:00 Index 199 - Actual: 0.060869565217391175, Predicted: 3.966069459915161
2023-08-04 22:44:16,121 - ALEXANDERBAAI - INFO - Date 2010-01-09 08:00:00 Index 200 - Actual: 0.08695652173913038, Predicted: -0.3316829204559326
2023-08-04 22:44:16,259 - ALEXANDERBAAI - INFO - Date 2010-01-09 09:00:00 Index 201 - Actual: 0.3652173913043477, Predicted: -0.38923507928848267
2023-08-04 22:44:16,393 - ALEXANDERBAAI - INFO - Date 2010-01-09 10:00:00 Index 202 - Actual: 0.3391304347826085, Predicted: 4.261410236358643
2023-08-04 22:44:16,523 - ALEXANDERBAAI - INFO - Date 2010-01-09 11:00:00 Index 203 - Actual: 0.35652173913043494, Predicted: -0.36376217007637024
2023-08-04 22:44:16,654 - ALEXANDERBAAI - INFO - Date 2010-01-09 12:00:00 Index 204 - Actual: 0.6173913043478263, Predicted: -0.42438313364982605
2023-08-04 22:44:16,787 - ALEXANDERBAAI - INFO - Date 2010-01-09 13:00:00 Index 205 - Actual: 0.6956521739130435, Predicted: 4.065956115722656
2023-08-04 22:44:16,926 - ALEXANDERBAAI - INFO - Date 2010-01-09 14:00:00 Index 206 - Actual: 0.6782608695652175, Predicted: -0.14899751543998718
2023-08-04 22:44:17,064 - ALEXANDERBAAI - INFO - Date 2010-01-09 15:00:00 Index 207 - Actual: 0.7217391304347827, Predicted: -0.37318769097328186
2023-08-04 22:44:17,201 - ALEXANDERBAAI - INFO - Date 2010-01-09 16:00:00 Index 208 - Actual: 0.808695652173913, Predicted: 3.812798261642456
2023-08-04 22:44:17,341 - ALEXANDERBAAI - INFO - Date 2010-01-09 17:00:00 Index 209 - Actual: 0.817391304347826, Predicted: -0.021227946504950523
2023-08-04 22:44:17,479 - ALEXANDERBAAI - INFO - Date 2010-01-09 18:00:00 Index 210 - Actual: 0.08695652173913038, Predicted: -0.5322854518890381
2023-08-04 22:44:17,616 - ALEXANDERBAAI - INFO - Date 2010-01-09 19:00:00 Index 211 - Actual: 0.26956521739130435, Predicted: 3.892040491104126
2023-08-04 22:44:17,746 - ALEXANDERBAAI - INFO - Date 2010-01-09 20:00:00 Index 212 - Actual: 0.4608695652173913, Predicted: -0.3798908293247223
2023-08-04 22:44:17,877 - ALEXANDERBAAI - INFO - Date 2010-01-09 21:00:00 Index 213 - Actual: 0.4608695652173913, Predicted: 0.015641283243894577
2023-08-04 22:44:18,025 - ALEXANDERBAAI - INFO - Date 2010-01-09 22:00:00 Index 214 - Actual: 0.4869565217391305, Predicted: 4.314274787902832
2023-08-04 22:44:18,165 - ALEXANDERBAAI - INFO - Date 2010-01-09 23:00:00 Index 215 - Actual: 0.4956521739130435, Predicted: -0.039041806012392044
2023-08-04 22:44:18,302 - ALEXANDERBAAI - INFO - Date 2010-01-10 00:00:00 Index 216 - Actual: 0.5739130434782611, Predicted: -0.015027771703898907
2023-08-04 22:44:18,439 - ALEXANDERBAAI - INFO - Date 2010-01-10 01:00:00 Index 217 - Actual: 0.5565217391304347, Predicted: 4.058568000793457
2023-08-04 22:44:18,582 - ALEXANDERBAAI - INFO - Date 2010-01-10 02:00:00 Index 218 - Actual: 0.5304347826086957, Predicted: 0.09502353519201279
2023-08-04 22:44:18,720 - ALEXANDERBAAI - INFO - Date 2010-01-10 03:00:00 Index 219 - Actual: 0.4521739130434783, Predicted: -0.5103954076766968
2023-08-04 22:44:18,857 - ALEXANDERBAAI - INFO - Date 2010-01-10 04:00:00 Index 220 - Actual: 0.4608695652173913, Predicted: 4.206550121307373
2023-08-04 22:44:18,996 - ALEXANDERBAAI - INFO - Date 2010-01-10 05:00:00 Index 221 - Actual: 0.4608695652173913, Predicted: -0.32398200035095215
2023-08-04 22:44:19,137 - ALEXANDERBAAI - INFO - Date 2010-01-10 06:00:00 Index 222 - Actual: 0.4260869565217391, Predicted: 0.07046744972467422
2023-08-04 22:44:19,277 - ALEXANDERBAAI - INFO - Date 2010-01-10 07:00:00 Index 223 - Actual: 0.3913043478260869, Predicted: 3.9741404056549072
2023-08-04 22:44:19,416 - ALEXANDERBAAI - INFO - Date 2010-01-10 08:00:00 Index 224 - Actual: 0.3913043478260869, Predicted: -0.009481983259320259
2023-08-04 22:44:19,555 - ALEXANDERBAAI - INFO - Date 2010-01-10 09:00:00 Index 225 - Actual: 0.4173913043478261, Predicted: -0.3914770781993866
2023-08-04 22:44:19,693 - ALEXANDERBAAI - INFO - Date 2010-01-10 10:00:00 Index 226 - Actual: 0.3217391304347825, Predicted: 4.274488925933838
2023-08-04 22:44:19,837 - ALEXANDERBAAI - INFO - Date 2010-01-10 11:00:00 Index 227 - Actual: 0.26956521739130435, Predicted: 0.0005779042840003967
2023-08-04 22:44:19,984 - ALEXANDERBAAI - INFO - Date 2010-01-10 12:00:00 Index 228 - Actual: 0.5826086956521739, Predicted: -0.5165849924087524
2023-08-04 22:44:20,126 - ALEXANDERBAAI - INFO - Date 2010-01-10 13:00:00 Index 229 - Actual: 0.7043478260869567, Predicted: 4.135275363922119
2023-08-04 22:44:20,264 - ALEXANDERBAAI - INFO - Date 2010-01-10 14:00:00 Index 230 - Actual: 0.8521739130434782, Predicted: -0.3963530361652374
2023-08-04 22:44:20,404 - ALEXANDERBAAI - INFO - Date 2010-01-10 15:00:00 Index 231 - Actual: 0.3913043478260869, Predicted: -0.7475921511650085
2023-08-04 22:44:20,541 - ALEXANDERBAAI - INFO - Date 2010-01-10 16:00:00 Index 232 - Actual: 0.37391304347826093, Predicted: 4.098678112030029
2023-08-04 22:44:20,681 - ALEXANDERBAAI - INFO - Date 2010-01-10 17:00:00 Index 233 - Actual: 0.3652173913043477, Predicted: -0.23480916023254395
2023-08-04 22:44:20,819 - ALEXANDERBAAI - INFO - Date 2010-01-10 18:00:00 Index 234 - Actual: 0.6956521739130435, Predicted: -0.21654164791107178
2023-08-04 22:44:20,957 - ALEXANDERBAAI - INFO - Date 2010-01-10 19:00:00 Index 235 - Actual: 0.6782608695652175, Predicted: 4.021988868713379
2023-08-04 22:44:21,093 - ALEXANDERBAAI - INFO - Date 2010-01-10 20:00:00 Index 236 - Actual: 0.6869565217391302, Predicted: -0.16234174370765686
2023-08-04 22:44:21,234 - ALEXANDERBAAI - INFO - Date 2010-01-10 21:00:00 Index 237 - Actual: 0.11304347826086958, Predicted: -0.5800117254257202
2023-08-04 22:44:21,374 - ALEXANDERBAAI - INFO - Date 2010-01-10 22:00:00 Index 238 - Actual: 0.07826086956521738, Predicted: 4.048643589019775
2023-08-04 22:44:21,511 - ALEXANDERBAAI - INFO - Date 2010-01-10 23:00:00 Index 239 - Actual: 0.060869565217391175, Predicted: -0.319767028093338
2023-08-04 22:44:21,647 - ALEXANDERBAAI - INFO - Date 2010-01-11 00:00:00 Index 240 - Actual: 0.4956521739130435, Predicted: 0.034943435341119766
2023-08-04 22:44:21,785 - ALEXANDERBAAI - INFO - Date 2010-01-11 01:00:00 Index 241 - Actual: 0.4608695652173913, Predicted: 4.109246730804443
2023-08-04 22:44:21,920 - ALEXANDERBAAI - INFO - Date 2010-01-11 02:00:00 Index 242 - Actual: 0.4347826086956521, Predicted: 0.10932623594999313
2023-08-04 22:44:22,056 - ALEXANDERBAAI - INFO - Date 2010-01-11 03:00:00 Index 243 - Actual: 0.6086956521739131, Predicted: -0.07493812590837479
2023-08-04 22:44:22,197 - ALEXANDERBAAI - INFO - Date 2010-01-11 04:00:00 Index 244 - Actual: 0.5826086956521739, Predicted: 4.324034214019775
2023-08-04 22:44:22,334 - ALEXANDERBAAI - INFO - Date 2010-01-11 05:00:00 Index 245 - Actual: 0.5391304347826087, Predicted: -0.07351057231426239
2023-08-04 22:44:22,472 - ALEXANDERBAAI - INFO - Date 2010-01-11 06:00:00 Index 246 - Actual: 0.4260869565217391, Predicted: -0.17927734553813934
2023-08-04 22:44:22,610 - ALEXANDERBAAI - INFO - Date 2010-01-11 07:00:00 Index 247 - Actual: 0.40000000000000013, Predicted: 4.196948528289795
2023-08-04 22:44:22,748 - ALEXANDERBAAI - INFO - Date 2010-01-11 08:00:00 Index 248 - Actual: 0.3913043478260869, Predicted: -0.2160026729106903
2023-08-04 22:44:22,887 - ALEXANDERBAAI - INFO - Date 2010-01-11 09:00:00 Index 249 - Actual: 0.4608695652173913, Predicted: 0.03237354755401611
2023-08-04 22:44:23,039 - ALEXANDERBAAI - INFO - Date 2010-01-11 10:00:00 Index 250 - Actual: 0.4347826086956521, Predicted: 4.206533432006836
2023-08-04 22:44:23,179 - ALEXANDERBAAI - INFO - Date 2010-01-11 11:00:00 Index 251 - Actual: 0.4521739130434783, Predicted: -0.10160309821367264
2023-08-04 22:44:23,316 - ALEXANDERBAAI - INFO - Date 2010-01-11 12:00:00 Index 252 - Actual: 0.5826086956521739, Predicted: -0.11643479764461517
2023-08-04 22:44:23,453 - ALEXANDERBAAI - INFO - Date 2010-01-11 13:00:00 Index 253 - Actual: 0.5826086956521739, Predicted: 4.066359996795654
2023-08-04 22:44:23,592 - ALEXANDERBAAI - INFO - Date 2010-01-11 14:00:00 Index 254 - Actual: 0.643478260869565, Predicted: 0.0330810584127903
2023-08-04 22:44:23,730 - ALEXANDERBAAI - INFO - Date 2010-01-11 15:00:00 Index 255 - Actual: 0.14782608695652177, Predicted: -0.5876407623291016
